change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
268056,openstack_dashboard/test/integration_tests/tests/test_credentials.py,8040,10,dae33548_c80af178,Line,43,,2016-02-17 10:58:36,Lines 43-49 are the same for both tests and retrieving self.actual_dict could be moved to setUp().,False,21
268368,openstack_dashboard/dashboards/project/volumes/urls.py,11941,21,5aef4532_26752aca,Line,2,5aef4532_d517dba0,2016-03-10 22:00:01,no change - existing file copyright,False,21
268368,openstack_dashboard/dashboards/project/volumes/volumes/tables.py,13425,21,5aef4532_b51fafb5,Line,2,,2016-03-10 17:52:02,Remove,False,21
268056,openstack_dashboard/test/integration_tests/tests/test_download_rc_file.py,8040,8,dae33548_e6c5d35b,Line,58,,2016-02-15 14:10:36,"Please see how it's done in other tests, this form is redundant.",False,21
267723,specs/approved/split-capabilities.rst,6773,3,da6ed579_d5ad9be9,Line,111,da6ed579_03031db9,2016-01-15 14:33:50,Done,False,21
267723,specs/approved/split-capabilities.rst,10343,3,da6ed579_a9f71058,Line,97,,2016-01-18 15:25:24,"There's always an option of only allowing the long form (--capabilities) and not having a short form. I've never liked the short form much myself :)

Or -C is another option.",False,21
268368,openstack_dashboard/dashboards/project/volumes/urls.py,13425,21,5aef4532_d517dba0,Line,2,,2016-03-10 17:52:02,Remove,False,21
267723,specs/approved/split-capabilities.rst,6618,3,da6ed579_c32f453d,Line,114,,2016-01-15 00:14:27,s/its/it is/,False,21
268808,playbooks/roles/bifrost-ironic-install/defaults/required_defaults_Debian_jessie.yml,12459,1,ba63e191_70f25dd4,Line,8,,2016-01-19 19:18:19,This is presumably not required if defined in required_defaults_Debian_family.,False,21
267723,specs/approved/split-capabilities.rst,6773,3,da6ed579_f57a1f76,Line,114,da6ed579_c32f453d,2016-01-15 14:33:50,Done,False,21
267723,specs/approved/split-capabilities.rst,6773,3,da6ed579_b54ee738,Line,116,da6ed579_a3dfb138,2016-01-15 14:33:50,"Right, yeah that was my assumption. If the node doesn't have the node.capabilities field, and the properties/capabilities is not there then we can assume that the node has no capabilities.",False,21
267723,specs/approved/split-capabilities.rst,10343,3,da6ed579_6998381c,Line,159,,2016-01-18 15:25:24,"Are you planning for the data migration to be a one-shot thing or a rolling migration?

I've become less opinionated on forcing things like this to be rolling, given that we don't currently test that rolling upgrades work. So just asking out of curiousity here, rather than telling you what to do :)",False,21
268056,openstack_dashboard/test/integration_tests/pages/project/compute/access_and_security/apiaccesspage.py,4264,9,dae33548_64015705,Line,32,,2016-02-17 09:09:10,ApiAccessPage,False,21
