change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
85225,trove/guestagent/strategies/upgrade/pip.py,8415,1,AAAAWH%2F9eEI%3D,Line,54,,2014-04-04 09:56:05,translation is expected,False,14
85225,trove/guestagent/strategies/upgrade/pip.py,8415,1,AAAAWH%2F9eEE%3D,Line,56,,2014-04-04 09:56:05,translation is expected,False,14
98286,specs/juno/restructure-for-plugins.rst,7789,5,1ae5cdf2_2314d24b,Line,83,1ae5cdf2_00119151,2014-06-12 17:11:23,"Yes, and so does the secret_store.py module as I mentioned above.",False,14
85225,trove/guestagent/strategies/upgrade/pip.py,6162,1,AAAAWH%2F9ZFk%3D,Line,56,AAAAWH%2F9eEE%3D,2014-04-04 20:39:48,Done,False,14
85225,trove/guestagent/strategies/upgrade/pip.py,8415,4,AAAAWH%2F9TQ0%3D,Line,87,,2014-04-07 09:17:48,"i'd suggest to use 

{'package' : ' '.join(packages)}

instead of

{'package': package}",False,14
85225,trove/guestagent/strategies/upgrade/pip.py,6162,1,AAAAWH%2F9ZF0%3D,Line,54,AAAAWH%2F9eEI%3D,2014-04-04 20:39:48,Done,False,14
85225,trove/guestagent/strategies/upgrade/pip.py,8415,4,AAAAWH%2F9TPw%3D,Line,91,,2014-04-07 09:17:48,"utils.execute(cmd=cmd, shell=True)",False,14
47937,doc/source/review-security.rst,5263,17,1ae5cdf2_f12c634c,Line,66,1ae5cdf2_bf72d847,2014-06-27 19:01:23,Agreed. Nobody should need to be able to push any tags to projects in the security gerrit.,False,14
98286,specs/juno/restructure-for-plugins.rst,7789,5,1ae5cdf2_e31d8a74,Line,82,1ae5cdf2_20bbed0f,2014-06-12 17:11:23,"Agreed. So per your comment above, CryptoPluginManager would be found in the interfaces/crypto.py module above I'd think.",False,14
85225,trove/guestagent/strategies/upgrade/pip.py,8415,1,AAAAWH%2F9eEU%3D,Line,52,,2014-04-04 09:56:05,"take a look at previous comments, it would be easier to use ""execute_with_timeout"", because it'll give you an ability to check the stdin and stdout within one call.
And, of course, it's safer than subprocess",False,14
85225,trove/guestagent/strategies/upgrade/pip.py,6162,1,AAAAWH%2F9ZGo%3D,Line,43,AAAAWH%2F9eFM%3D,2014-04-04 20:39:48,Done,False,14
85225,trove/guestagent/strategies/upgrade/__init__.py,8415,1,AAAAWH%2F9eGg%3D,Line,28,,2014-04-04 09:56:05,translation is required,False,14
85225,trove/guestagent/strategies/upgrade/__init__.py,6162,1,AAAAWH%2F9ZIM%3D,Line,28,AAAAWH%2F9eGg%3D,2014-04-04 20:39:48,Done,False,14
98286,specs/juno/restructure-for-plugins.rst,9914,5,1ae5cdf2_00119151,Line,83,,2014-06-12 14:01:19,"dogtag also implements secret_generate interface - at least for symmetric keys right now.  We plan to implement asymmetric key generation in the future, and eventually certificates too.",False,14
85225,trove/guestagent/strategies/upgrade/pip.py,8415,4,AAAAWH%2F9TPs%3D,Line,109,,2014-04-07 09:17:48,"utils.execute(cmd=cmd, shell=True)",False,14
98286,specs/juno/restructure-for-plugins.rst,9914,5,1ae5cdf2_20bbed0f,Line,82,,2014-06-12 14:01:19,"In line with the proposal above, CryptoPluginManager which would subclass common.PluginManager and would be used for the second level of stevedore would be defined here.",False,14
98286,specs/juno/restructure-for-plugins.rst,7789,5,1ae5cdf2_63225aba,Line,63,1ae5cdf2_8d1eba6e,2014-06-12 17:11:23,"This crypto.py interface is the lower-level HSM-style encrypt/decrypt interface, akin to the current plugins.py one. Dogtag only implements this interface because it was forced to do so to fit into the current 'crypto' structure. Dogtag really is more naturally fit into secret_store.py contract (which also has generate methods for example), and so would no longer implement this interface.",False,14
85580,jenkins_jobs/builder.py,2475,1,AAAAW3%2F%2F7dQ%3D,Line,578,,2014-04-09 12:40:12,"My configuration generates 1391 jobs so every time one would run:

 jenkins-jobs browse

That will surely starve its computer :-)  You probably want to add some batch parameters to only open X jobs at a time with X being 20 by default or something like that.",False,14
98286,specs/juno/restructure-for-plugins.rst,9914,5,1ae5cdf2_8d1eba6e,Line,63,,2014-06-12 14:01:19,"Why crypto.py?  Why not secret_generate.py perhaps?

Recall that dogtag also implements this plugin.",False,14
85580,jenkins_jobs/builder.py,2475,1,AAAAW3%2F%2F7h8%3D,Line,571,,2014-04-09 12:40:12,"You can pass the glob_name directly the to YamlParser.generateXML() then self.parser.jobs should hopefully have the list of generated (and filtered) jobs.

To get all jobs, pass a filter of None and it will skip filtering entirely.",False,14
85225,trove/guestagent/strategies/upgrade/pip.py,6162,1,AAAAWH%2F9ZGc%3D,Line,52,AAAAWH%2F9eEU%3D,2014-04-04 20:39:48,Done,False,14
