change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
204731,openstack_dashboard/enabled/_2141_admin_ng_info_panel.py,17327,22,1a4dcd0f_1c8b9a69,Line,28,1a4dcd0f_f8ebe876,2015-08-11 21:59:05,Done,False,19
201904,specs/approved/enhance-ilo-drivers-for-inband-discovery.rst,13719,12,da20952f_df21cafc,Line,50,,2015-08-28 10:28:20,"This is same comment as Line 123.

How do we (ilo and irmc) get the switch_port_id 0/44 ?",False,19
204731,openstack_dashboard/enabled/_204_system_information.py,17004,19,1a4dcd0f_20c39b58,Line,1,1a4dcd0f_4334be48,2015-08-07 00:00:01,Done,False,19
204731,openstack_dashboard/enabled/_2141_admin_ng_info_panel.py,17327,53,9a1a9d01_003a08e7,Line,27,9a1a9d01_9fd517e6,2015-09-30 20:34:40,Done,False,19
204731,openstack_dashboard/static/app/core/core.module.js,14307,22,1a4dcd0f_d89dcc0b,Line,35,,2015-08-07 23:30:36,This goes away.,False,19
205282,nova/virt/libvirt/driver.py,6984,18,da20952f_830f4f38,Line,1395,da20952f_2be508a3,2015-09-04 09:45:56,"+1 agree, it has been hard enough to get to this point. Further improvements should be addressed by new patches.So let's have this land first, then we will talk about enhancements :).",False,19
204731,openstack_dashboard/enabled/_2141_admin_ng_info_panel.py,17327,22,1a4dcd0f_42f17dcc,Line,1,1a4dcd0f_58fbfc47,2015-08-11 21:59:05,Done,False,19
204731,openstack_dashboard/enabled/_204_system_information.py,17004,19,1a4dcd0f_7b1e2d71,Line,22,1a4dcd0f_cf3228a7,2015-08-07 00:00:01,Done,False,19
201904,specs/approved/enhance-ilo-drivers-for-inband-discovery.rst,13719,12,da20952f_3cf57482,Line,104,,2015-08-28 10:28:20,"How does it discover the NIC max link capacity?
Is it done by LLDP?",False,19
204731,openstack_dashboard/enabled/_2141_admin_ng_info_panel.py,14307,22,1a4dcd0f_f8ebe876,Line,28,,2015-08-07 23:30:36,"When you move the javascript code to openstack_dashboards/dashboards/admin/static, I think you'll need to also add
ADD_ANGULAR_MODULES = [
     'horizon.dashboard.admin.system-information'
]",False,19
201904,specs/approved/enhance-ilo-drivers-for-inband-discovery.rst,11297,12,da20952f_195ab92a,Line,104,da20952f_3cf57482,2015-08-31 05:02:27,we get it by NIC name.,False,19
