change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
179459,/COMMIT_MSG,13487,2,7a016987_071d9465,Line,33,7a016987_04c8f272,2015-05-21 16:39:45,"Sorry, I meant ""on the parser.py patch""",False,18
179459,/COMMIT_MSG,1054,2,fa32b979_8b900798,Line,33,fa32b979_1303e910,2015-06-28 14:17:09,"The job-template param is not something I've used, but you're absolutely right, when I looked at the code it definitely does allow params take defaults from the template which override the those from the specified defaults.",False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_subnet_manager.py,7987,12,9a0c5dc1_5220869b,Line,40,9a0c5dc1_c9773101,2015-05-12 17:48:35,This driver is preserving the exact same capabilities as the old implementation.,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/sg_manager_base.py,1689,12,9a0c5dc1_0921c94d,Line,33,,2015-05-12 16:58:44,"Not sure about the name ""headers"" for these. Maybe ""prefixes"" or ""methods""? Or maybe these should be called ""ops"", and ""ops"" should be called ""methods"".",False,18
177740,specs/liberty/bgpvpn.rst,7776,13,ba3cc151_9105c2c3,Line,257,,2015-06-29 21:22:18,"this would be ""router_id"": ROUTER_UUID wouldn't it?",False,18
179459,jenkins_jobs/parser.py,13487,2,7a016987_4145bc43,Line,221,,2015-05-21 16:38:18,"I would take this on step further and also move the ""project"":

  d = {}
  d.update(group)
  d.update(group_jobparams)
  d.update(project)
  d.update(jobparams)

And probably remove the comment about ""allow a group to override parameters set by a project"".",False,18
177740,specs/liberty/bgpvpn.rst,12021,11,fa32b979_eabf2da8,Line,228,fa32b979_2cfa18be,2015-06-23 14:37:38,Agreed. I'll reformulate this as a warning.,False,18
177740,specs/liberty/bgpvpn.rst,15250,11,fa32b979_2cfa18be,Line,228,fa32b979_7cfe9d6c,2015-06-23 04:59:46,Agree. I think its more a warning than anything else. And the same thing applies to the subnet/network.,False,18
177740,specs/liberty/bgpvpn.rst,16079,11,fa32b979_8c7f8bdf,Line,252,,2015-06-23 14:25:28,We need to specify the semantic of connecting multiple routers to the same L3VPN. I'd suggest that this implies merging of the routing tables of these routers.,False,18
177740,specs/liberty/bgpvpn.rst,12021,11,fa32b979_87952434,Line,252,fa32b979_8c7f8bdf,2015-06-23 14:37:38,I don't think merging is valid: e.g. if the import_RT and export_RT lists do not intersect (like for spokes of a hub'n'spoke) then no interconnectivity should be established between the two Routers.,False,18
177740,specs/liberty/bgpvpn.rst,7776,13,ba3cc151_6bb051f5,Line,152,,2015-06-29 21:22:18,An -> a,False,18
179459,/COMMIT_MSG,1054,2,5afe65bd_733b5539,Line,33,7a016987_04c8f272,2015-06-03 14:14:48,"The poor terminology is definitely a problem I'll look to correct this.

I don't believe the idea of a job-template parameter exists in JJB, if you define a key at that level it never gets picked up within the template or any macros it references. Unless that is something you'd like to see added?

So perhaps current behaviour is better described as (dropped parameter for sake of brevity):

 defaults -> project -> project instance -> job-group -> job-group instance


I think that:

 defaults -> project -> job-group -> job-group instance  -> project instance

might be more consistent and useful than:

 defaults -> job-group -> job-group instance -> project -> project instance

Course both are better than the current situation :)


The difference being at the level at which the knowledge about what is the best value to use varies and whether you consider the project params and job-group params more global defaults with the instance ones being specific overrides. Projects can include multiple job groups, where the job-group and it's job may know more about what values should be used than the project, and with the second one i think there is a greater chance of ending up having to override the same param at both the project and project instance level to get the desired behaviour.


Think the hierarchy can be shown as:

 - project
     - project instance

 - project
     - job-group
         - job-group instance
             - project instance

To be consistent I think we need to either have parent always override child or child override parent levels. One or the other. The problem at the moment is with the second item above, the job-group params are overridden by job-group instance params and the result overrides both the project instance and project level params.


I'm assuming here of course based on some experiments additionally with nested job-groups that it seems better to treat project params as a project level defaults so you can have something like the following:

 defaults ->
   project (consider default) params ->
     job-group level 1 (consider default) params ->
       job-group level 2 (consider default) params ->
         job level 2 instance params ->
           job level 1 instance params ->
             project instance params

Essentially the RHS always overrides LHS, no matter how deep you job in levels around grouping data.


I'm not sure with the alternative precedence you proposed what would be the correct order that would make sense and be consistent when considering the possibility of nested job-groups.",False,18
177740,specs/liberty/bgpvpn.rst,12021,11,fa32b979_873d2491,Line,222,fa32b979_6cdec712,2015-06-23 14:37:38,"Tim: that makes sense, but we also need to have an API that will reasonable match the behavior of backends. I thinks this needs more investigation.",False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_subnet_manager.py,1689,12,9a0c5dc1_c9773101,Line,40,,2015-05-12 16:58:44,"Since tenant_id is not being added to the primary key, am I correct in assuming that sharing of PRSes is not supported by this driver? I think that is OK, at least for now, unless we decide this has significant advantages over the remote_group_manager.",False,18
177740,specs/liberty/bgpvpn.rst,7776,13,ba3cc151_d7efb7ae,Line,315,,2015-06-29 21:22:18,synthethized -> synthethized,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_subnet_manager.py,7987,12,9a0c5dc1_5712b863,Line,28,9a0c5dc1_29b5adcc,2015-05-12 17:48:35,"Copied, and methods in common with other drivers moved in the parent",False,18
177740,specs/liberty/bgpvpn.rst,7776,13,ba3cc151_1752ff67,Line,380,,2015-06-29 21:22:18,usefull -> useful,False,18
177740,specs/liberty/bgpvpn.rst,7776,13,ba3cc151_97f36f73,Line,393,,2015-06-29 21:22:18,"""a proper migration scripts"" -> ""proper migration scripts"" or ""a proper migration script""",False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_subnet_manager.py,1689,12,9a0c5dc1_29b5adcc,Line,28,,2015-05-12 16:58:44,"Before I try to review it in detail, is the code below copied verbatim from the current implementation, or were significant changes needed? Would diffing this file with the original show meaningful changes (i.e. other than method name changes)?",False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_group_manager.py,7987,12,9a0c5dc1_573bd8eb,Line,97,9a0c5dc1_864a4882,2015-05-12 17:48:35,Done,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_group_manager.py,1689,12,9a0c5dc1_864a4882,Line,97,,2015-05-12 16:58:44,decrase->decrease,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_group_manager.py,7987,12,9a0c5dc1_7736dc04,Line,87,9a0c5dc1_067898c3,2015-05-12 17:48:35,Done,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/remote_group_manager.py,1689,12,9a0c5dc1_067898c3,Line,87,,2015-05-12 16:58:44,incrase->increase,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_manager.py,7987,7,1aca2d91_92206d4b,Line,338,,2015-05-06 08:21:57,"when nothing is to be removed, the empty set will be considered as ""False"" and all the external rules will actually be removed instead.

a unit test needs to be added for this case.",False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/resource_mapping.py,7987,13,9a0c5dc1_650501c1,Line,135,9a0c5dc1_421793a3,2015-05-12 20:13:45,Done,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/resource_mapping.py,1689,13,9a0c5dc1_421793a3,Line,135,,2015-05-12 19:55:16,Pass driver class in as optional param so we don't try to load something from config that's going to be overridden anyway.,False,18
177740,specs/liberty/bgpvpn.rst,7776,13,ba3cc151_17c8bf54,Line,302,,2015-06-29 21:22:18,forNetworks -> for Networks,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/sg_managers/sg_manager_base.py,7987,12,9a0c5dc1_325cf224,Line,33,9a0c5dc1_0921c94d,2015-05-12 17:48:35,prefix sounds good,False,18
179370,/COMMIT_MSG,8399,19,7a016987_407cdd71,Line,11,,2015-05-28 14:14:37,Wouldn't hurt to remove this last line since $EnablePacemaker was removed.,False,18
177740,specs/liberty/bgpvpn.rst,7776,13,ba3cc151_978daf33,Line,275,,2015-06-29 21:22:18,"""associating"" should probably be ""associated""",False,18
177740,specs/liberty/bgpvpn.rst,2888,11,fa32b979_df29db8a,Line,310,,2015-06-22 22:22:25,nit : he -> it?,False,18
177740,specs/liberty/bgpvpn.rst,12021,11,fa32b979_4afe596c,Line,310,fa32b979_df29db8a,2015-06-23 14:37:38,Done,False,18
177740,specs/liberty/bgpvpn.rst,2888,11,fa32b979_1fe3c334,Line,463,,2015-06-22 22:22:25,nit : WorkGroupe -> WorkGroup,False,18
177740,specs/liberty/bgpvpn.rst,12021,11,fa32b979_59eab5ad,Line,463,fa32b979_1fe3c334,2015-06-23 14:37:38,Done,False,18
179370,puppet/manifests/overcloud_controller.pp,360,8,1aca2d91_7abe5ad5,Line,378,1aca2d91_ba19927b,2015-05-08 14:52:15,gotcha. Too many nested conditionals now...,False,18
179370,puppet/manifests/overcloud_controller_pacemaker.pp,6796,17,7a016987_520df03c,Line,497,,2015-05-27 23:07:28,the require should go away,False,18
177740,specs/liberty/bgpvpn.rst,15250,11,fa32b979_2c21b84d,Line,255,fa32b979_5f0f0b2e,2015-06-23 04:59:46,"Also, would this block be 'a SINGLE BGPVPN can't be associated to both a router and a subnet of that same router' or 'ANY BGPVPN can't be associated router and a subnet of the same router' 

For the first case, a SINGLE instance, I agree. If it applies to ANY two objects, though, I don't agree. As this was the whole purpose. We (nuage) would use an L2 attachment to the subnet and an L3 to the router.",False,18
177740,specs/liberty/bgpvpn.rst,12021,11,fa32b979_aa07e57f,Line,255,fa32b979_2c21b84d,2015-06-23 14:37:38,"Diego: agreed, the intent was 'a SINGLE BGPVPN can't be associated to both a router and a subnet of that same router'. I'll reformulate to make this clearer.",False,18
179713,specs/build_distribution_packages.rst,4460,1,1aca2d91_9a67fb24,Line,30,1aca2d91_dad7b3eb,2015-05-08 13:09:45,"Also, having concrete examples (and not just the theoretical cases) would be a good thing :-)",False,18
177740,specs/liberty/bgpvpn.rst,11682,12,fa32b979_ad3fb4b2,Line,66,,2015-06-24 14:40:33,"Since the document describes VRF and PE above, do the same with CE here",False,18
179713,specs/build_distribution_packages.rst,2,1,1aca2d91_dad7b3eb,Line,30,,2015-05-08 13:00:04,"I think it might be worthwhile to expand on the problem description here. There are at least 4 use cases I sent in that email. You obviously don't need to include all of them, or group them that way - but I think describing the different reasons we need packages will go a long way to helping folks like Vincent understand the why - and will help us to check that our implementation meets all of the desired use cases.",False,18
177740,specs/liberty/bgpvpn.rst,12021,12,fa32b979_cd0eb83c,Line,66,fa32b979_ad3fb4b2,2015-06-24 14:48:56,Agreed.,False,18
179370,puppet/manifests/overcloud_controller.pp,8449,8,1aca2d91_ba19927b,Line,378,1aca2d91_463f4ed6,2015-05-08 14:45:02,no that's if not enable_pacemaker,False,18
179327,gbpservice/neutron/services/grouppolicy/drivers/cisco/apic/apic_mapping.py,7987,13,9a0c5dc1_a56c199d,Line,122,9a0c5dc1_02463b23,2015-05-12 20:13:45,Done,False,18
179370,puppet/manifests/overcloud_controller_pacemaker.pp,8449,17,7a016987_d4f1bace,Line,497,7a016987_520df03c,2015-05-28 11:35:33,thanks updated parent and rebasing now,False,18
