change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
90498,ceilometer/compute/virt/libvirt/inspector.py,10987,6,1abeadc6_b1df830c,Line,185,,2014-08-20 19:15:37,"Here the same nitpicking as DIna mentioned, please use parentheses instead of \",False,15
90498,ceilometer/compute/virt/libvirt/inspector.py,3012,6,1abeadc6_6678ea2b,Line,183,,2014-08-20 08:41:39,"please don't use \ to prolong long lines, use ()",False,15
91753,swift/common/manager.py,7233,2,1abeadc6_661773a4,Line,358,,2014-08-18 06:38:15,"This naming logic is a duplicate of what happens in the Server class constructor below. Instead of duplication, can we refactor this out as a static method in the Server class and then call it from here?

E.g:

  @staticmethod
  def sanitize_server_name(servername):
      if '-' not in servername:
          servername = '%s-server' % servername
      cmd = 'swift-%s' % servername
      return servername, cmd

Then in here in Manager.verify_server:

  server, cmd = Server.sanitze_server_name(server)

And in the constructor of Server:

  self.server, self.cmd = self.sanitize_server_name(self.server) 

NOTE: you can pick a better name

P.S: I was so tempted to spell sanitise correctly (non-american) :P",False,15
85225,trove/guestagent/strategies/upgrade/__init__.py,694,71,baada198_debbb50d,Line,24,,2014-07-15 16:49:02,I still don't understand why there's a wrapper to just call the import_class message. I won't minus one due to this but it doesn't seem like get_upgrade_strategy is being called from enough places to make it worthwhile.,False,15
85225,trove/guestagent/strategies/upgrade/__init__.py,6162,66,baada198_0a015239,Line,24,baada198_d6157540,2014-07-09 01:01:58,Done,False,15
47937,doc/source/review-security.rst,6987,17,baada198_db69d18c,Line,66,1ae5cdf2_f12c634c,2014-07-01 19:22:35,Done,False,15
85225,trove/tests/unittests/guestagent/test_upgrade.py,8415,74,baada198_b9cd9788,Line,25,,2014-07-19 11:03:02,"could you please simplify imports ?

from trove.guestagent.strategies.upgrade import metadata_mixin",False,15
122368,/COMMIT_MSG,5948,1,fa98f980_2da7f1a8,Line,12,,2014-09-18 09:50:52,"it doesn't implement bp, right? Please refer to a bug instead",False,15
85225,trove/guestagent/strategies/upgrade/__init__.py,8214,66,baada198_87cd8933,Line,24,baada198_d6157540,2014-07-07 21:04:31,+1,False,15
87082,nova/compute/api.py,5754,11,baada198_467ddeb0,Line,2851,baada198_80afe8e2,2014-07-02 00:56:46,"ok, will update",False,15
47937,doc/source/review-security.rst,6987,17,baada198_bb6c1d9e,Line,122,1ae5cdf2_df6fa45e,2014-07-01 19:22:35,Done,False,15
87082,nova/compute/api.py,5441,11,baada198_80afe8e2,Line,2851,,2014-07-01 17:31:25,"I'm concerned that this isn't the right list of states.  Can you provide some reasoning for why this list was chosen, and maybe update the commit message with it?",False,15
85225,trove/tests/unittests/guestagent/test_upgrade.py,8415,74,baada198_f9c38f55,Line,24,,2014-07-19 11:03:02,`import` statement should come before `from` statement,False,15
85225,trove/guestagent/heartbeat.py,6162,75,baada198_62ca356f,Line,50,baada198_b3467aa5,2014-07-21 20:11:50,Done,False,15
85225,trove/guestagent/heartbeat.py,8415,75,baada198_b3467aa5,Line,50,,2014-07-21 10:47:20,same,False,15
94295,nova/image/glance.py,8787,34,baada198_844335ae,Line,322,,2014-07-18 06:40:38,"Lines 304-322 duplicate _get_locations() one for one, and the only other place where _get_locations() is used is right in this class, so I just got rid of it and updated download() to use show(include_locations=True).",False,15
94295,nova/image/glance.py,8787,34,baada198_84ec15bd,Line,320,,2014-07-18 06:40:38,"Replaced with image.pop('locations', None) for readability.",False,15
94295,nova/image/glance.py,8787,34,baada198_84d5f5e6,Line,313,,2014-07-18 06:40:38,You forgot that _translate_from_glance() in the line above would have converted the image object back into a dict.,False,15
94295,/COMMIT_MSG,2271,40,baada198_6245e0b2,Line,31,,2014-07-27 21:44:26,We should get a DocImpact tag on this as well so the docs team knows to tell people this works.,False,15
91753,swift/common/manager.py,10206,1,baada198_d7f4b356,Line,353,1ae5cdf2_d0360552,2014-07-21 13:25:45,"Hi Nirmal,

Yes this is for the above listed servers and also for all the other servers like proxy, account-reaper and so on.",False,15
