change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
328157,nova/virt/ironic/driver.py,6618,5,3aaa91ec_0de08695,Line,1237,,2016-06-29 16:12:08,s/is/has already been/,False,22
329392,specs/newton/multiple_protocol_share.rst,14567,1,7aa08908_e7ffd2ff,Line,40,,2016-06-14 12:51:38,s/type driver's/driver's extra_spec,False,22
329392,specs/newton/multiple_protocol_share.rst,15100,1,7aa08908_db204ab3,Line,40,7aa08908_e7ffd2ff,2016-06-16 08:44:13,Done,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,14352,1,5a18252c_6f0cfa94,Line,66,7a1b2928_81a5dd05,2016-04-12 11:41:51,"Raven does not need to know it. However, a kuryr watcher/translator that uses raven could use that info.

The idea for the kuryr Raven translator would probably be to have a pool and address scope defined and use tags in Neutron to keep the mapping.",False,22
329392,specs/newton/multiple_protocol_share.rst,14567,1,7aa08908_aa3751e1,Line,42,,2016-06-14 12:51:38,add quotes '' '',False,22
305431,doc/source/arch/arch.rst,20443,1,5a18252c_5ea5e59f,Line,62,,2016-04-14 14:56:04,here too,False,22
329392,specs/newton/multiple_protocol_share.rst,14567,1,7aa08908_ea44b947,Line,44,,2016-06-14 12:51:38,s/of the protocol/the protocols,False,22
328157,nova/virt/ironic/driver.py,18320,5,3aaa91ec_95c2a251,Line,1236,3aaa91ec_0d724611,2016-06-30 03:39:11,Done,False,22
329392,specs/newton/multiple_protocol_share.rst,15100,1,7aa08908_9b3ec2d8,Line,42,7aa08908_aa3751e1,2016-06-16 08:44:13,Done,False,22
301172,lib/glance,6486,5,1a122d0e_f00d5490,Line,391,,2016-05-03 22:26:17,doesn't seem like this should be necessary. Should be able to wait for $GLANCE_SERVICE_PROTOCOL://$GLANCE_HOSTPORT to return successfully (no proxy error).,False,22
328157,nova/virt/ironic/driver.py,18320,3,3aaa91ec_63bcd66c,Line,1284,3aaa91ec_4625afac,2016-06-29 08:36:04,Done,False,22
319839,/COMMIT_MSG,21395,2,bab6814e_a9956089,Line,9,bab6814e_77951087,2016-05-24 08:33:42,Thanks and done,False,22
305864,specs/approved/inspector-boot-management.rst,10239,3,dab17558_65e3a006,Line,65,dab17558_c907d97f,2016-05-12 12:19:33,Done,False,22
305431,doc/source/arch/arch.rst,20443,1,5a18252c_5e7e8519,Line,57,,2016-04-14 14:56:04,capitalize here too,False,22
328157,nova/virt/ironic/driver.py,8556,3,3aaa91ec_c6399fda,Line,1294,,2016-06-28 03:57:07,"('Invalid url schema ""%s"". Socat serial console only supports ""tcp"". '), url.scheme",False,22
328157,nova/virt/ironic/driver.py,6618,5,3aaa91ec_c8930c5a,Line,1223,,2016-06-29 16:12:08,"If this is only related to the self.ironicclient.call() in line 1209, I'd prefer if you moved this up.

If it is not only related to that call, then I'd prefer if you split it up to have two try/excepts. (And looking at this, it seems like _wait_state could cause exception.ConsoleNotAvailable() to be raised, so it doesn't make sense to catch that here.",False,22
328157,nova/virt/ironic/driver.py,18320,5,3aaa91ec_75c5768c,Line,1199,3aaa91ec_28ef30ea,2016-06-30 03:39:11,Done,False,22
328157,nova/virt/ironic/driver.py,6618,5,3aaa91ec_28d9f022,Line,1227,,2016-06-29 16:12:08,would be good to know what mode you're trying to set it to.,False,22
328157,nova/virt/ironic/driver.py,6618,5,3aaa91ec_28ef30ea,Line,1199,,2016-06-29 16:12:08,s/mode/mode to be set to /,False,22
328157,nova/virt/ironic/driver.py,18320,5,3aaa91ec_75de166e,Line,1187,3aaa91ec_cd931e5a,2016-06-30 03:39:11,Done,False,22
328157,nova/virt/ironic/driver.py,6618,5,3aaa91ec_cd931e5a,Line,1187,,2016-06-29 16:12:08,"s/console/console information for instance /

actually, this might be grammatically better, if you want to mention that it was the ironic request.

    Ironic request failed, to acquire ...

But would it be sufficient to do:
    Failed to acquire console information ...",False,22
305431,doc/source/arch/arch.rst,20443,1,5a18252c_9e9dbd68,Line,55,,2016-04-14 14:56:04,TOSCA,False,22
328157,nova/virt/ironic/driver.py,18320,5,3aaa91ec_d5638aaf,Line,1227,3aaa91ec_28d9f022,2016-06-30 03:39:11,Done,False,22
305431,doc/source/arch/arch.rst,20443,1,5a18252c_9d1e67b9,Line,51,,2016-04-14 14:56:04,new line,False,22
305431,/COMMIT_MSG,12455,2,1a122d0e_58dbfd4e,Line,7,,2016-04-29 03:45:37,"I feel, this should not be mentioned in commit message",False,22
328157,nova/virt/ironic/driver.py,6618,5,3aaa91ec_0d724611,Line,1236,,2016-06-29 16:12:08,s/for/to/,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,261,1,5a18252c_7b4977d0,Line,76,,2016-04-11 22:49:45,"Is this a nice way of saying for ""datapaths that don't work with iptables""?",False,22
328157,nova/virt/ironic/driver.py,6618,5,3aaa91ec_ee11b153,Line,1168,,2016-06-29 16:12:08,"This method is called _get_console_info() so I am a bit lost as to why you're trying to enable it only if reset_console is set to True.

Maybe it is _get_console() ?",False,22
328157,nova/virt/ironic/driver.py,7882,4,3aaa91ec_beb6da87,Line,1284,,2016-06-29 05:22:41,Could you please fix here as Ghanshyam commented in previous patch set?,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,261,1,5a18252c_7c071fca,Line,76,5a18252c_6647dc1d,2016-04-14 10:28:25,"That does not matter, really. My comment was more of a joke.",False,22
328157,nova/virt/ironic/driver.py,18320,3,3aaa91ec_fedb42eb,Line,1294,3aaa91ec_c6399fda,2016-06-29 08:36:04,Done,False,22
320003,specs/approved/inspector-network-separation.rst,10239,2,7aa08908_7b45a115,Line,30,bab6814e_a4b9ecee,2016-06-07 11:55:59,"This is not an alternative to the spec, just to the previous sentence (will clarify)",False,22
305864,specs/approved/inspector-boot-management.rst,18653,3,1a122d0e_92623f15,Line,60,,2016-04-22 14:17:24,nit: ``driver_info``,False,22
328157,nova/virt/ironic/driver.py,18320,5,3aaa91ec_15435214,Line,1223,3aaa91ec_c8930c5a,2016-06-30 03:39:11,Done,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,12069,1,5a18252c_7d267917,Line,66,7a1b2928_81a5dd05,2016-04-13 03:48:24,Raven would read the values of the subnet from the config file if the users want to define it as it's described here. This part describes how the CIDR block for the services is defined in flannel and Kuryr would have the configurable variable in the config file.,False,22
301172,lib/glance,6486,5,1a122d0e_a4086792,Line,391,1a122d0e_051b50cb,2016-05-05 15:54:31,"wait_for_service should be enhanced to support waiting until the URL isn't returning a proxy error but instead a valid response. Then there won't be a need to wait for the internal service to start up.

I mention this because the future configuration will have the services listening on unix socket and not requiring another port.",False,22
305864,specs/approved/inspector-boot-management.rst,11076,3,dab17558_c907d97f,Line,65,,2016-05-07 13:33:28,nit: You mean BootInterface?,False,22
328157,nova/virt/ironic/driver.py,18320,5,3aaa91ec_95b3c24c,Line,1168,3aaa91ec_ee11b153,2016-06-30 03:39:11,"It is actually _get_console_info(), because it returns console['console_info'] when console['console_enabled'] is True. For what you are concerning about, please see the below answers.",False,22
305864,specs/approved/inspector-boot-management.rst,10239,3,dab17558_a5c0e82b,Line,60,1a122d0e_92623f15,2016-05-12 12:19:33,Done,False,22
320369,glance/api/v1/images.py,20146,1,bab6814e_95e6a2e6,Line,753,,2016-05-24 11:42:36,This place should abide by pep8.,False,22
329392,specs/newton/multiple_protocol_share.rst,14567,1,7aa08908_ea5b1920,Line,44,,2016-06-14 12:51:38,s/user need/the user will need,False,22
320392,nova/tests/unit/api/openstack/compute/test_migrations.py,9708,1,bab6814e_382a42e8,Line,159,,2016-05-24 14:52:52,let's call it mock_get_migration for extra readability,False,22
320392,nova/tests/unit/api/openstack/compute/test_migrations.py,18320,1,bab6814e_a936c3b1,Line,159,bab6814e_382a42e8,2016-05-25 07:42:00,See above reply.,False,22
320392,nova/tests/unit/api/openstack/compute/test_migrations.py,9708,1,bab6814e_a1e8be17,Line,189,,2016-05-24 14:52:52,ditto,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,8328,1,5a18252c_d1bf8cf9,Line,79,5a18252c_0ff3c674,2016-04-13 04:07:18,See type `Interface` in https://github.com/kubernetes/kubernetes/blob/master/pkg/cloudprovider/cloud.go,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,6598,1,5a18252c_d74c9c72,Line,79,5a18252c_d1bf8cf9,2016-04-13 05:55:29,"For the default service type (ClusterIP), it is just an alternative to current kube-proxy implementation of the service.",False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,8328,1,5a18252c_e7e90a82,Line,79,5a18252c_d74c9c72,2016-04-13 14:21:28,"This sentence, which begins on line 78, is not talking about a ClusterIP type of Service, it is talking about a LoadBalancer type of Service.  For a LoadBalancer Service, it is the CloudProvider that is invoked to create the load balancer.",False,22
301172,files/apache-tlsproxy.template,6486,6,7aa08908_8a859cd0,Line,8,,2016-06-16 21:48:47,more confusing is having PUBLICPORT_INT -- it's public and internal?,False,22
328157,nova/virt/ironic/driver.py,7882,2,3aaa91ec_646623ee,Line,1207,,2016-06-27 06:33:25,nit: it seems better s/_set_console/_set_serial_console_mode considering to support VNC in the future,False,22
320392,nova/tests/unit/api/openstack/compute/test_migrations.py,18320,1,bab6814e_e940cb09,Line,189,bab6814e_a1e8be17,2016-05-25 07:42:00,See above reply.,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,12069,1,1a122d0e_279ed406,Line,79,5a18252c_e7e90a82,2016-04-21 07:30:33,"I'll rephrase this with the ""exteranalIPs"" service. I meant Raven was capable of adding the publicly accessible IP address to the service.

http://kubernetes.io/docs/user-guide/services/#external-ips",False,22
320398,dragonflow/controller/dhcp_app.py,20229,2,bab6814e_392b2f96,Line,315,,2016-05-25 12:49:51,This loop iterates exactly once. Is that the intention?,False,22
320392,nova/tests/unit/api/openstack/compute/test_migrations.py,7634,2,9abb7d3a_915e6b74,Line,211,,2016-05-31 00:40:50,"It should be as follows:

self.assertEqual(1, mock_get.call_count)",False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,14352,1,5a18252c_0ff3c674,Line,79,7a1b2928_a1cbb971,2016-04-12 11:41:51,Could you list those responsibilities?,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,8328,1,7a1b2928_a1929955,Line,156,,2016-04-11 15:45:41,Note this well.  It is critical to correct operation.,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,12069,1,1a122d0e_c79a8013,Line,156,5a18252c_115f44e6,2016-04-21 07:30:33,"I'm not following what do you mean by ""my previous review"". And since ADDED event is notified once when the resource is created, whatever its resourceVersion is, I don't why we need to see resourceVersion here.

Did you mean the resourceVersion needed to be associated with the Neutron resource created when the ADDED event is notified?",False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,8328,1,5a18252c_115f44e6,Line,156,5a18252c_26868413,2016-04-13 04:07:18,"Yes, see my previous review, where I discuss using resourceVersion to synchronize between a full state read and watched events.",False,22
320392,nova/tests/unit/api/openstack/compute/test_migrations.py,18320,2,9abb7d3a_784a3a56,Line,211,9abb7d3a_915e6b74,2016-06-02 06:49:22,"If there are other places need to update, I will update this. Otherwise, I will leave this unchanged.",False,22
320398,dragonflow/controller/dhcp_app.py,20229,2,bab6814e_99317b0e,Line,242,,2016-05-25 12:49:51,This condition will never happen. bootfile_name will always be a 128-byte long string.,False,22
320398,dragonflow/controller/dhcp_app.py,20336,2,bab6814e_838ef32b,Line,242,bab6814e_99317b0e,2016-05-26 10:54:05,"yes, you're right.
I'll make _get_bootfile_name just return the string value of bootfile_name",False,22
328157,nova/virt/ironic/driver.py,18320,1,7aa08908_271cd3c0,Line,1224,7aa08908_39b88ce8,2016-06-16 05:39:27,OK.,False,22
301172,files/apache-tlsproxy.template,7662,6,7aa08908_a5008967,Line,1,7aa08908_0a1b6ccb,2016-06-16 22:09:10,"I think I was sticking with previous verbiage, I'm not opposed to changing if it is considered simpler.",False,22
301172,files/apache-tlsproxy.template,6486,6,7aa08908_0a1b6ccb,Line,1,,2016-06-16 21:48:47,I wonder why PUBLICPORT and not just PORT?,False,22
301172,files/apache-tlsproxy.template,7662,5,1a122d0e_a5d09cca,Line,8,1a122d0e_d002d871,2016-05-04 15:38:22,Sure and in this case it's all-in-one so it will always be the same anyway.,False,22
301426,doc/source/devref/k8s_api_watcher_design.rst,12069,1,5a18252c_26868413,Line,156,7a1b2928_a1929955,2016-04-13 03:48:24,"Could you elaborate what you meant by ""correct operation""?",False,22
329392,specs/newton/multiple_protocol_share.rst,14567,1,7aa08908_aaac71ed,Line,48,,2016-06-14 12:51:38,s/changes/changed,False,22
328157,nova/virt/ironic/driver.py,18320,2,3aaa91ec_ded646c2,Line,1207,3aaa91ec_46d2cf35,2016-06-29 05:31:55,Done,False,22
301172,lib/apache,6486,7,5a9d85d2_dc2202b9,Line,79,,2016-06-20 23:18:27,"this should be ""apache mod_wsgi"" so it's more obvious when it goes wrong.",False,22
328157,nova/virt/ironic/driver.py,18320,2,3aaa91ec_eb8f46ca,Line,1207,3aaa91ec_646623ee,2016-06-28 03:52:03,"I think this name is ok because it's just an inner function. If change, I prefer ""_set_console_mode"" due to the actual call ""node.set_console_mode"".",False,22
301172,lib/apache,6486,6,7aa08908_aad058ca,Line,208,,2016-06-16 21:48:47,this makes me wish gerrit had horizontal scroll ability.,False,22
329392,specs/newton/multiple_protocol_share.rst,14567,1,7aa08908_aa6ab117,Line,52,,2016-06-14 12:51:38,"After reading the section about this method, this does not accomplish what you are proposing. 2 Share instances may have different data, user may be connected to one instance, and not the other. If your use case is having a user in linux adding a file and the user in windows reading that file, that would not be possible unless you depend on replication for this ""method 2"" to work. That is not a bad idea but would restrict a lot your proposal, and once we define that this requirement that ""cross-protocol is supported only through replication"" it will be very confusing to have a different behavior later. Since I consider method 1 feasible for backends that can export both CIFS and NFS of the same folder in a filesystem, this method looks a lot more restricted, even though it may be compatible with more backends, the backends would need to support replication.",False,22
328157,nova/virt/ironic/driver.py,8556,3,3aaa91ec_4625afac,Line,1284,,2016-06-28 03:57:07,"this is not needed, schema by default is empty string.",False,22
329392,specs/newton/multiple_protocol_share.rst,15100,1,7aa08908_bb39fef4,Line,44,7aa08908_ea44b947,2016-06-16 08:44:13,Done,False,22
301226,ironic_staging_drivers/ovirt/ovirt.py,12356,11,bab6814e_0b12a7b4,Line,267,,2016-05-18 10:16:30,ditto,False,22
301226,ironic_staging_drivers/ovirt/ovirt.py,12356,11,bab6814e_cb77ff00,Line,282,,2016-05-18 10:16:30,"ditto, should you check it exists?",False,22
301172,lib/apache,6486,7,5a9d85d2_9c499a8e,Line,67,,2016-06-20 23:18:27,"this isn't installing apache, the previous line installed apache.",False,22
