change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
105660,specs/juno/dhcp-relay.rst,748,10,5a890539_782cbf93,Line,174,,2014-12-04 03:01:14,tatore?,False,16
105660,specs/juno/dhcp-relay.rst,2592,10,5a890539_c264b0e7,Line,198,,2014-11-08 22:27:41,Seems like functional testing is needed too.,False,16
105660,specs/juno/dhcp-relay.rst,12912,10,5a890539_82a567b6,Line,171,5a890539_3836b7e7,2014-12-04 14:12:47,Yes.,False,16
135916,specs/kilo/db-archiving.rst,1207,1,3a961159_5eeeef22,Line,87,3a961159_cd7ddb1d,2014-12-24 08:38:23,"Better stated as ""No performance hit from filtering out a potentially massive number of deleted records on every query""",False,16
119469,openstack_dashboard/dashboards/identity/projects/views.py,10697,6,7a8c0949_0c1121ac,Line,185,7a8c0949_8cc43160,2014-11-06 20:17:57,"Hello Kamil, thanks for the review!
The string above isn't in the scope of this patch. Since my objective with it isn't code standardization, I prefer not to change things that aren't strictly necessary to the feature proposed.",False,16
119469,openstack_dashboard/dashboards/identity/projects/views.py,10697,6,7a8c0949_2936c4e7,Line,185,7a8c0949_8c1c31c3,2014-11-07 12:09:37,"There is no clear pattern in the file. I followed the main quotes used in this class (if you take a look in the complete class, the only string with double quotes is the one above).",False,16
119469,openstack_dashboard/dashboards/identity/projects/views.py,13161,6,7a8c0949_8c1c31c3,Line,185,7a8c0949_0c1121ac,2014-11-07 08:01:22,So shouldn't you leave below line with double quotes too?,False,16
139920,openstack_dashboard/dashboards/project/containers/tables.py,7012,2,3a961159_f4b49af3,Line,333,,2014-12-18 16:05:36,...mark this object with a deleted status...,False,16
135916,specs/kilo/db-archiving.rst,5538,1,3a961159_6dbb07c4,Line,143,,2014-12-24 06:27:56,"Might be better for readability if it is specified what is this gerrit review about (say, 'Nova's spec for db archiving')",False,16
105660,specs/juno/dhcp-relay.rst,1935,9,9aa7fdbe_cb74929e,Line,91,,2014-10-21 12:48:20,"Sorry for changing the vote, but I think this configuration should be at higher level as there are DHCP implementations that don't rely on DHCP agent. Probably in subnet data model.",False,16
135916,specs/kilo/db-archiving.rst,5538,1,3a961159_cda4fba7,Line,88,,2014-12-24 06:27:56,"Also, it might be worth adding that while the db purging operation runs (either as manual execution or as a periodic process), the db performance might get affected, but can be negligible",False,16
135916,specs/kilo/db-archiving.rst,5538,1,3a961159_cd7ddb1d,Line,87,,2014-12-24 06:27:56,"We will still need 'is_deleted' field, if db purging is an asynchronous operation, no?",False,16
139920,openstack_dashboard/dashboards/project/access_and_security/keypairs/tables.py,7012,2,3a961159_142a062c,Line,28,,2014-12-18 16:05:36,"Please backup the key pair.  If it is not backed up, the instances using this key pair will not be accessible without setting a user and password.",False,16
139920,openstack_dashboard/dashboards/project/access_and_security/keypairs/tables.py,9622,1,3a961159_012cd146,Line,26,,2014-12-08 22:12:00,"...key pair.  If not,",False,16
105660,specs/juno/dhcp-relay.rst,261,10,5a890539_7162d4d9,Line,44,,2014-11-10 21:48:38,I demand this cloud looks like a proper cloud.,False,16
105660,specs/juno/dhcp-relay.rst,8788,6,baa201ad_52712943,Line,67,,2014-10-13 10:01:59,"If the implementation will be dnsmasq based, can you include some example config file?",False,16
139920,openstack_dashboard/dashboards/identity/domains/tables.py,9531,1,3a961159_8b6d3b35,Line,91,,2014-12-09 01:43:43,I am not sure what will cause.,False,16
