change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
62494,swift/common/middleware/containeralias.py,7847,16,AAAAWH%2F%2FCPA%3D,Line,126,,2014-03-20 19:21:13,msg gets lost from response if request is a HEAD,False,13
72407,/COMMIT_MSG,1653,8,AAAAVX%2F%2FoX8%3D,Line,9,,2014-03-02 11:07:33,use => uses,False,13
62494,swift/common/middleware/containeralias.py,7847,16,AAAAWH%2F%2FCPQ%3D,Line,140,,2014-03-20 19:21:13,msg gets lost from response if request is a HEAD,False,13
73387,nova/virt/driver.py,7746,2,AAAAUX%2F%2BtxU%3D,Line,665,AAAAUX%2F%2B0cM%3D,2014-02-19 16:19:15,"OK, will change to return True by default.",False,13
66882,tempest/scenario/test_specified_host_boot.py,5689,6,AAAAUH%2F%2BsTc%3D,Line,57,AAAAUH%2F%2BsYI%3D,2014-01-23 04:43:03,Thanks. I'll remove them.,False,13
66882,tempest/scenario/test_specified_host_boot.py,6167,8,AAAAUH%2F9wlE%3D,Line,56,,2014-02-04 09:25:02,This condition seems we cannot specify all compute nodes. Is it the specification?,False,13
69255,lib/rpc_backend,1561,1,AAAAUH%2F%2BQ2s%3D,Line,147,,2014-01-28 15:29:50,"Couple of things:

1) Should we really restart it every  iteration of the loop?  If all is well, it should be up and running after the original restart.

2) I would add some sort of eventual ""screw it, i give up"" condition here and just fail with a helpful message.",False,13
73387,nova/virt/driver.py,1779,3,AAAAVX%2F%2F6oM%3D,Line,665,,2014-02-27 12:04:00,"Why are you adding a public virt driver API method for this ?  Nothing outside the libvirt driver is using this, so making it a public API is pointless and just pollutes the namespace.",False,13
72407,/COMMIT_MSG,7730,8,AAAAVn%2F%2F8yc%3D,Line,9,AAAAVX%2F%2FoX8%3D,2014-03-03 08:34:02,Done,False,13
72407,nova/compute/manager.py,1561,8,AAAAVn%2F%2F%2FFg%3D,Line,3636,,2014-03-02 23:28:59,Why change it back here?  Should it just stay as the original image id?,False,13
72407,nova/compute/manager.py,7730,8,AAAAVn%2F%2F8yE%3D,Line,3622,AAAAVX%2F%2FoX4%3D,2014-03-03 08:34:02,"sure, i'm going to change it.",False,13
62494,swift/common/middleware/containeralias.py,7847,10,AAAAVn%2F%2FgWA%3D,Line,79,AAAAVn%2F%2FhQ0%3D,2014-03-05 18:03:45,"ignore, comment in wrong place",False,13
62494,swift/common/middleware/containeralias.py,7847,10,AAAAVn%2F%2FgTM%3D,Line,85,,2014-03-05 18:03:45,add  'not objname' condition here,False,13
62494,swift/common/middleware/containeralias.py,7847,10,AAAAVn%2F%2Fhxo%3D,Line,85,,2014-03-05 17:20:04,why not also on PUT?,False,13
62494,swift/common/middleware/containeralias.py,6968,10,AAAAVn%2F%2FaYo%3D,Line,85,AAAAVn%2F%2FgTM%3D,2014-03-06 08:46:11,"Oh, I just forgot the PUT, thanks - I'm always using POST to change metadata. I'll also include the 'not objname'.",False,13
62494,swift/common/middleware/containeralias.py,7847,10,AAAAVn%2F%2FiiI%3D,Line,115,,2014-03-05 17:20:04,"I was surprised to see 'x-container-alias: /AUTH_test/container_name/object_name' returned in response to an object request I made - only because when the object name is appended its no longer the x-container-alias value I provided, and its really an object-alias. I'm not saying that is wrong, and I understand its usefulness, I just wonder if a different response header name would be less confusing? I don't know...just x-alias maybe??

Also, if container c1 is redirected to c2, and c2 is redirected to c3, then when I do a HEAD on c1 I get x-container-alias:c2 because the middleware has overwritten the x-container-alias:c3 metadata returned from c2. So I am not seeing the complete metadata from c2.

The alternative would be for the middleware to leave the actual metadata from c2 unchanged (x-container-alias:c3 metadata) AND add a different header (such as x-alias:c2) telling me the request was redirected.",False,13
62494,swift/common/middleware/containeralias.py,6968,10,AAAAVn%2F%2FaZM%3D,Line,115,AAAAVn%2F%2FiiI%3D,2014-03-06 08:46:11,"I like the idea to just use a different header. This will catch both issues and inform the user that the request was redirected without overwriting any existing metadata.

I would suggest to use 'X-Alias-Redirected' to make it clear to the user that there is a redirection in place?",False,13
62494,swift/common/middleware/containeralias.py,2649,11,AAAAVn%2F%2FSCc%3D,Line,49,,2014-03-07 03:30:27,X-Alias-Redirected?,False,13
62494,swift/common/middleware/containeralias.py,7847,16,AAAAWH%2F%2FCGw%3D,Line,123,,2014-03-20 19:21:13,"Hmmm, what about if the container has user metadata? Are we happy to 'hide' that by aliasing or should that be treated in the same way as object content? i.e should there be a test here for user metadata in the container info? At least metadata does not show up as byte count in the container listings.",False,13
72407,nova/compute/manager.py,1653,8,AAAAVX%2F%2FoX4%3D,Line,3622,,2014-03-02 11:07:33,"could you change this to shelved_image_ref 
it would make the code easier to understand",False,13
73387,/COMMIT_MSG,7677,1,AAAAUX%2F%2FVHg%3D,Line,14,AAAAUX%2F%2FVQI%3D,2014-02-13 22:35:47,or Closes-Bug: #1270305 (really it just needs a colon),False,13
72407,nova/tests/compute/test_shelve.py,7730,6,AAAAUX%2F%2BZuk%3D,Line,210,AAAAUX%2F%2BZ5g%3D,2014-02-21 11:45:59,"oh yes your are right, sometimes we want to do too much ;)",False,13
72407,nova/tests/compute/test_shelve.py,5511,6,AAAAUX%2F%2BZ5g%3D,Line,210,,2014-02-21 11:25:28,"Well you don't really need this, right... mox will automatically make sure that the arguments are checked.",False,13
73387,nova/virt/driver.py,6802,2,AAAAUX%2F%2B0cM%3D,Line,665,,2014-02-18 20:18:49,"What happens when this method is not overridden by subclasses? Constructs of the form
> if self.check_can_resize(instance):
won't work correctly since None evaluates to False.",False,13
72407,nova/tests/compute/test_shelve.py,5511,6,AAAAUX%2F%2BZ5I%3D,Line,186,,2014-02-21 11:25:28,Also unnecessary - see below,False,13
72407,nova/compute/manager.py,6450,10,AAAAVn%2F%2Faz8%3D,Line,3639,AAAAVn%2F%2FbGo%3D,2014-03-06 07:17:35,I think it doesn't matter because the change is just to the local instance object. Nothing is saved in the db until later when the image property has been reset.,False,13
72407,nova/compute/manager.py,6062,10,AAAAVn%2F%2Fatk%3D,Line,3639,AAAAVn%2F%2Faz8%3D,2014-03-06 07:35:43,"make sense to me ,thanks",False,13
72407,nova/compute/manager.py,6062,10,AAAAVn%2F%2FbGo%3D,Line,3639,,2014-03-06 06:22:37,"One question:

if something failed here, the instance's image_ref was not reset ,right?",False,13
72407,nova/compute/manager.py,7730,8,AAAAVn%2F%2F8w8%3D,Line,3636,AAAAVn%2F%2F%2FFg%3D,2014-03-03 08:34:02,Actually we want the instance always refer to the original image. the shelved_image is deleted.,False,13
73387,/COMMIT_MSG,7746,1,AAAAUX%2F%2FQUk%3D,Line,14,AAAAUX%2F%2FVHg%3D,2014-02-14 14:06:04,Done,False,13
