change_id,filename,author,patch_set,id,comment_type,line,in_reply_to,updated,message,unresolved,quarter
153891,neutron/tests/unit/ml2/test_type_tunnel.py,10370,9,ba7be1f8_8f75b9cc,Line,296,ba7be1f8_94cf8c55,2015-02-25 17:01:18,Done,False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,9656,15,9a80dd14_ca9d16be,Line,239,9a80dd14_110dac37,2015-03-06 15:00:03,udp= would be even shorter and still clearer.,False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,10370,2,da86d52c_8bc37237,Line,339,da86d52c_d5b98ded,2015-02-09 16:28:49,"Here, we just checked tunnel_delete RPC is not called.

delete_endpoint will delete the endpoint from neutron DB and add_endpoint adds it again if there existing and passed udp_port doesn't match.",False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,6788,15,9a80dd14_667550f9,Line,239,,2015-03-06 11:37:19,"I suggest renaming udp_port to udp_port_specified. udp_port is confusing, reading quickly I was expecting a port number not a boolean",False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,8873,8,ba7be1f8_3023e106,Line,253,,2015-02-20 22:36:05,The tunnel variable here is the last tunnel in the 'tunnels' collection. Is this intentional?,False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,10370,8,ba7be1f8_7d744acf,Line,253,ba7be1f8_3023e106,2015-02-21 13:51:54,Yes...anyway we are just adding single endpoint.,False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,9656,9,ba7be1f8_f492884a,Line,322,ba7be1f8_a948bdcc,2015-02-25 16:38:52,"Right. And that's a problem, isn't it? You test VXLAN specific thing in a common test case. Remember, this test case will be executed for each tunnel type, for no reason. And it's not only noop, it will run setUp() and tearDown() for nothing.",False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,8873,8,ba7be1f8_d34d2574,Line,253,ba7be1f8_7d744acf,2015-02-21 15:51:18,I think it's bad habit to reference a loop variable outside of the context of the loop. It wouldn't work in other languages that shall remain nameless but are far preferable (Please nobody kill me). Maybe tunnels[0]['udp_port']?,False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,9656,9,ba7be1f8_86492633,Line,296,,2015-02-25 16:05:37,"Just wondering, why the change.",False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,9656,9,ba7be1f8_94cf8c55,Line,296,ba7be1f8_e9e0f5ce,2015-02-25 16:38:52,"Hm? It looks like you're testing python syntax, which is not something we should do.",False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,10370,9,ba7be1f8_a948bdcc,Line,322,ba7be1f8_260f9ae2,2015-02-25 16:31:41,"I feel it let this test case be here itself, coz here we are testing tunnel_sync RPC in VXLAN case where there is a change in udp_port value which is not applicable for GRE.

Since, it deals with tunnel_sync so it should be here.",False,17
153891,neutron/tests/unit/ml2/test_type_tunnel.py,9656,9,ba7be1f8_260f9ae2,Line,322,,2015-02-25 16:05:37,Why isn't the test located in neutron/tests/unit/ml2/test_type_vxlan.py?,False,17
